LivingPlace,HouseholdID,HHeadSex,HHeadAge,HouseholdSize,FlowIncome,EducExpenditure,FamilyID
3103868710,1,Female,41,6,26124.891,1158,85241
806250001,1,Female,41,2,63003.141,0,22941
3060514309,1,Male,41,5,42440.719,0,82296
2860114512,1,Male,41,5,88167.469,1741.9301,78338
100062601,1,Female,41,2,93509.32,0,44
1202481403,1,Female,41,3,61277.762,0,34533
2605449320,1,Male,41,4,29055.9,0,73212
3201002002,1,Male,41,7,80612.57,0,87068
3062060814,1,Male,41,4,35960.172,3105,82935
1106444304,1,Male,41,5,59771.719,2345.79,31862
1405649904,1,Female,41,3,37777.41,0,39375
804008601,1,Male,41,5,41079.371,0,22158
2900172404,1,Male,41,5,61434.762,12774.17,78810
1203012601,1,Male,41,6,26655.699,0,34659
1911344714,1,Male,41,3,53606.539,0,53680
2900180007,1,Female,41,6,33945.578,139.35001,78832
2603724005,1,Male,41,2,51065.199,0,72796
800681906,1,Male,41,5,35766.469,2322.5801,21234
3160443207,1,Male,41,4,4173.6899,0,86232
1801759003,1,Male,41,4,111707.94,0,51031
1060160910,1,Female,41,7,97632.758,2903.22,30063
1560060013,1,Female,41,4,32000.16,0,43586
504166801,1,Female,41,5,49660.16,17100,13491
1800816806,1,Male,41,5,922.13,1890,50177
1660646617,1,Female,41,1,124261.46,0,46562
3102242201,1,Male,41,3,85367.859,0,84349
2660206309,1,Male,41,3,23844.711,0,73859
1960351618,1,Female,41,4,12752.45,0,54752
207955907,1,Male,41,9,118341.4,0,4418
301055211,1,Male,41,4,160084.61,0,8018
202876302,1,Female,41,3,45130.141,1910.3199,3298
2402539902,1,Male,41,5,88004.758,10045.15,66647
1960367011,1,Male,41,3,31992.641,0,54875
300761224,1,Male,41,3,58874.52,0,7623
503366604,1,Male,41,4,132063.88,7500,13217
1661151819,1,Male,41,5,19415.67,0,46775
1602340601,1,Male,41,4,69386.031,5892,45396
860487805,1,Male,41,5,9971.79,0,24747
2105197816,1,Male,41,1,26792.301,0,58590
1560588602,1,Male,41,4,70770.453,3900,43982
3103085005,1,Female,41,2,16877.65,0,84813
2901598305,1,Male,41,4,23967.381,42745.57,79970
1703313710,1,Female,41,4,20926.211,3330,48709
1409462904,1,Male,41,2,58016.398,0,39875
3002103901,1,Female,41,4,22713,0,81078
2302299902,1,Male,41,2,32267.23,0,64895
2202595922,1,Male,41,2,16990.17,0,61403
601295911,1,Male,41,6,65072.461,0,17050
2403189819,1,Male,41,5,188033.48,17947.82,66880
2260243206,1,Male,41,4,54532.711,0,62591
806672504,1,Male,41,5,45310.789,3774.1799,23054
160198417,2,Male,41,4,60065.07,1126.4399,2439
703317603,1,Male,41,3,31536.83,0,19576
3260592306,1,Male,41,4,42730.031,0,88722
1161155419,1,Male,41,5,32771.73,2322.5801,33323
2403489421,1,Female,41,5,26999.99,0,67058
1260197807,1,Male,41,5,45048.172,1305,35468
800296501,1,Male,41,2,68107.438,0,21118
1200390206,1,Female,41,5,37801.5,0,34081
2202660918,1,Male,41,7,74075.344,1741.92,61528
2202566314,1,Male,41,4,93849.922,56322.57,61353
805481702,1,Male,41,3,37377.02,0,22644
2200993003,1,Female,41,3,15197.75,435.48001,60491
1701134204,1,Male,41,4,38175.809,0,47568
260110903,1,Male,41,2,74789.609,0,5435
1960086806,1,Male,41,4,87860.648,1950,54164
1604955810,1,Female,41,3,59890.309,1200,46065
1702966215,1,Male,41,4,41155.91,0,48489
1800044505,1,Male,41,4,46623.16,5203.71,49701
2202135202,1,Male,41,4,34451.059,0,61114
1411917618,1,Male,41,5,42304.172,0,40259
2560443220,1,Male,41,7,31058.119,0,71515
3104009613,1,Male,41,5,44479.691,0,85294
2601300403,1,Male,41,2,35416.191,0,72217
1800928302,1,Male,41,3,44955.02,929.02002,50245
3007450601,1,Male,41,1,10686.42,0,81644
762002406,1,Male,41,5,19885.82,580.64001,20673
1801153503,1,Male,41,4,66818.328,8709.6699,50406
560396817,1,Male,41,4,45805.121,0,15568
2260112009,1,Male,41,6,58156.469,0,62086
1560701818,1,Male,41,4,20818.01,0,44131
2400814202,1,Female,41,3,28324.48,0,66165
2402170802,1,Male,41,4,114800.91,15600,66549
1860418519,1,Male,41,3,45130.91,0,51699
1605480708,1,Male,41,4,29004.5,600,46232
3100086201,1,Male,41,3,47501.551,1741.9301,83635
1960042410,1,Male,41,8,45735.238,0,53901
1460652703,1,Male,41,5,42082.5,0,41119
860140610,1,Male,41,7,380901.63,0,24208
2605257607,1,Male,41,5,41510.641,0,73111
1960367902,1,Male,41,4,32525.619,174.19,54887
2505058508,1,Female,41,2,26136.57,0,71122
960001004,1,Male,41,5,34465.672,870.96002,27619
860530916,1,Male,41,5,15781.15,0,24783
506442224,1,Male,41,4,48956.02,0,14643
860600317,1,Male,41,6,86546.344,0,24973
1520673303,1,Male,41,1,20937.93,0,42900
2502824001,1,Female,41,4,55713.512,9870.9502,69751
260105021,1,Male,41,6,39619.559,0,5357
300648803,1,Male,41,3,96565.57,6300,7518
3200336406,1,Female,41,1,38868.172,0,86691
2260476503,1,Female,41,3,68008.039,10393.54,63252
501263903,1,Male,41,5,30116.211,0,12261
3160429012,1,Male,41,7,30621.68,290.32001,86148
1101247405,1,Male,41,6,49631.711,15387.08,31093
2807480416,1,Male,41,1,26274.17,0,77886
1161202807,1,Male,41,4,36442.609,840,33392
2502600801,1,Female,41,4,85403.422,0,69676
2104825304,1,Male,41,4,30898.82,0,58523
2504930519,1,Male,41,3,79020.57,580.64001,71055
506333321,1,Male,41,3,29343.08,0,14595
500293002,1,Male,41,4,24683.039,870.96002,11827
3009911923,1,Female,41,4,28392.891,87.089996,82088
1560422816,1,Male,41,3,16331.01,210,43893
918115203,1,Female,41,2,127378.68,0,27239
960038902,1,Male,41,1,11396.73,0,28032
3260019519,1,Male,41,7,42734.191,580.64001,88010
802180802,1,Male,41,5,85278.633,0,21713
400997502,1,Male,41,1,43788.109,0,10462
3008270504,1,Female,41,3,21826.539,371.60999,81785
760590310,1,Male,41,5,385929.09,566.12,20293
205725701,1,Male,41,5,26114.74,0,3877
1860420620,1,Male,41,5,3147,0,51722
2460292608,1,Male,41,4,22399.65,14217,67473
260231910,1,Male,41,5,41446.691,754.82001,6037
460042209,1,Male,41,4,15459.17,0,11271
1301531305,1,Male,41,1,22771.439,0,36916
660041415,1,Female,41,2,7250.1499,580.64001,18189
3100396605,1,Male,41,1,24649.18,0,83730
1107388610,1,Male,41,1,8281.8496,0,31968
2660034007,1,Male,41,6,14193.44,0,73692
2260285813,1,Male,41,8,16049.31,0,62682
260230617,1,Male,41,4,118421.38,2400,6008
1760106916,1,Male,41,4,15898.29,725.78998,49283
401062006,1,Female,41,4,222301.86,20903.221,10554
3009911919,1,Male,41,5,41389.422,1451.6,82087
761880618,1,Female,41,9,44324.238,0,20600
660062716,1,Male,41,1,22377.029,0,18380
2901417802,1,Male,41,4,37668.18,0,79854
1801532722,1,Male,41,4,54280.449,2550,50774
1605202723,1,Female,41,3,20085.199,13500,46125
2603587806,1,Male,41,3,31081.939,3600,72762
2860187317,1,Male,41,5,46064.82,1683.87,78350
1526359906,1,Female,41,3,20367.539,0,43384
2107237701,1,Male,41,4,15754.36,0,59042
918618003,1,Female,41,2,98534.508,0,27282
2504908323,1,Female,41,4,13815.81,0,71034
700528601,1,Male,41,5,42504.059,0,19004
300982303,1,Male,41,5,28763.98,8506.4404,7914
160187721,1,Male,41,1,19910.99,0,2375
1860420616,1,Male,41,4,47162.73,7200,51719
2201220501,1,Female,41,3,16997.42,0,60609
301095724,1,Female,41,1,40287.488,0,8127
3104137802,1,Male,41,4,86641.93,18900,85362
2161007212,1,Male,41,4,14969.6,0,59631
2602180303,1,Male,41,4,70521.539,0,72407
3102933015,1,Male,41,5,38692.859,0,84681
2860293905,1,Female,41,4,16232,0,78481
760843023,1,Male,41,4,20159.73,0,20365
2260308317,1,Male,41,5,41278.27,11322.57,62738
2805346704,1,Male,41,5,52180.32,5700,77458
1661623305,1,Male,41,3,71589.75,5225.7998,47051
3100080302,1,Female,41,1,40253.762,0,83629
2460693414,1,Male,41,6,8968.4199,1480.64,67943
160074906,1,Male,41,5,38934.762,0,1995
2701271316,1,Female,41,3,14023.81,0,74886
1760088805,1,Male,41,4,14374.69,0,49166
1404589802,1,Female,41,5,275137.25,9900,39190
1561875709,1,Male,41,4,81688.508,0,44801
1520676002,1,Male,41,5,39002.602,0,42905
2460081811,1,Male,41,2,25860.26,0,67406
300592502,1,Male,41,1,22756.5,0,7465
2360007807,1,Male,41,4,9374.7402,252,65536
360195816,1,Female,41,4,24516.381,12600,9481
2860014913,1,Male,41,3,40005.16,0,78253
460146614,1,Male,41,4,9861.3398,0,11424
1801724006,1,Male,41,3,46718.301,377.41,50964
2301936404,1,Male,41,5,26547.17,870.96002,64718
806798206,1,Male,41,5,40016.641,0,23104
3260381815,1,Male,41,5,39943.52,0,88445
2302931209,1,Male,41,5,19483.49,0,65181
2505167609,1,Male,41,2,23356.74,0,71231
1404743201,1,Male,41,5,28009.641,0,39220
503294602,1,Male,41,5,165270.47,0,13175
1500670206,1,Female,41,2,83694.898,0,41533
960043219,1,Male,41,5,29762.189,0,28059
2302118304,1,Male,41,5,64423.18,0,64820
1161742406,1,Male,41,4,63997.172,6648.3799,33940
1960354004,1,Male,41,3,18886.131,0,54785
360142033,1,Female,41,5,45381.602,174.19,9292
700880806,1,Female,41,4,108806.52,684.78003,19069
1902430902,1,Male,41,5,26381.48,0,52288
260355712,1,Male,41,8,798786.81,114000,6582
2260308910,1,Male,41,2,31948.75,0,62749
1900992406,1,Male,41,6,120996.29,0,51931
1514792005,1,Female,41,2,4242.8501,37741.93,42523
1360048718,1,Male,41,3,41402.77,0,37756
1701113004,1,Male,41,4,48081.141,0,47552
3160087303,1,Female,41,3,12398.34,0,85627
914223804,1,Female,41,2,32151.619,0,26892
3260547715,1,Male,41,5,9777.04,1350,88633
503487706,1,Female,41,2,106571.76,6000,13232
1260289409,1,Female,41,4,20269.711,0,35616
2760131605,1,Female,41,6,34384.051,10740,75614
1523643301,1,Male,41,1,18616.289,0,43057
2605691002,1,Female,41,5,71007.5,0,73268
1161845608,1,Male,41,5,30135.529,0,33969
3001734401,1,Female,41,3,14329.54,0,81046
2260532202,1,Female,41,4,29856.789,0,63445
2606115414,1,Male,41,6,63842.539,435.48001,73411
601397504,1,Female,41,3,36717.039,0,17268
3060813314,1,Female,41,4,19872.26,0,82380
260380721,1,Male,41,5,51590.148,0,6658
860583023,1,Male,41,7,50488.48,493.54001,24941
401132512,1,Male,41,6,16496.119,0,10689
2460589013,1,Male,41,5,26140.68,2699.99,67856
2202523022,1,Male,41,8,49600.469,0,61312
600508501,1,Female,41,5,24867.74,0,16152
260133202,1,Male,41,4,78417.383,1683.87,5634
1060033203,1,Male,41,4,11470.93,0,29681
2260553509,1,Male,41,4,109249.23,46451.602,63565
919856405,1,Female,41,4,29103.09,0,27419
2301606205,1,Male,41,4,59100.449,0,64549
2200769904,1,Female,41,5,154249.63,345.48001,60368
2202477408,1,Male,41,5,30018.391,174.19,61286
660024420,1,Male,41,5,101822.72,7112.8901,17965
704478416,1,Female,41,3,25775.34,0,19911
1160693611,1,Male,41,1,9200.9102,0,32948
1909532402,1,Male,41,4,60849.129,0,53290
2701027018,1,Male,41,4,27141.699,0,74742
1260361315,1,Male,41,4,37906.801,725.79999,35654
2960028017,1,Male,41,4,13376.91,0,80500
160083203,1,Male,41,5,32032.76,0,2040
1527585212,1,Male,41,3,48019.609,0,43445
203380305,1,Male,41,7,53220.531,3338.6799,3371
1560693316,1,Male,41,5,28213.99,0,44095
2701290813,1,Male,41,4,175918.02,17400,74934
3202539205,1,Male,41,2,26450.59,0,87849
1860073006,1,Male,41,1,4492.0298,0,51240
2161922715,1,Male,41,8,19254.08,0,59910
2200504601,2,Female,41,1,50973.191,0,60252
1760247616,1,Male,41,5,37977.98,0,49507
2802062904,1,Male,41,6,37722.949,0,76844
2901051804,1,Female,41,3,52632.75,0,79522
801776705,1,Male,41,4,54919.641,1200,21590
1109086622,1,Male,41,1,19178.211,0,32350
3201260623,1,Male,41,5,117344.24,63600,87193
2360031502,1,Male,41,4,12016.82,0,65599
2260434613,1,Male,41,5,23507.801,0,63050
1060101317,1,Male,41,6,43458.84,21483.85,29897
400363401,1,Female,41,3,52258.031,10161.29,9877
300856911,1,Female,41,8,101228.66,0,7788
1703298401,1,Male,41,3,16409.529,0,48679
1002432302,1,Female,41,3,41086.93,0,29237
2701985006,1,Female,41,2,31983.5,0,75392
1161155601,1,Male,41,4,36315.559,420,33325
2460707709,1,Male,41,6,48289.781,9000,67977
660083525,1,Male,41,3,12606.16,0,18614
2802266401,1,Male,41,5,105019.42,0,76890
2403067005,1,Female,41,4,70294.641,0,66818
2701290406,1,Male,41,4,197993.69,10161.29,74926
704339208,1,Male,41,4,21066.35,567.39001,19868
2260132503,1,Female,41,4,90369.961,11612.9,62183
1560987621,1,Male,41,4,27073.189,510,44206
802799205,1,Male,41,2,83013.094,0,21852
3006237409,1,Male,41,2,36343.102,5806.4502,81476
2401656201,1,Male,41,4,43792.77,0,66434
2403072701,1,Male,41,5,50631.102,0,66825
1261265513,1,Male,41,3,15883.62,232.25,36169
2403872403,1,Male,41,9,19623.891,0,67144
2701023924,1,Male,41,3,45894.699,290.32001,74737
1302381604,1,Female,41,9,63983.59,0,37381
2805753401,1,Male,41,4,28980.949,0,77531
1701234505,1,Female,41,4,42475.449,2322.5801,47624
660086704,1,Male,41,5,61455.602,0,18671
2602981303,1,Female,41,4,46400.449,10161.28,72610
2260553822,1,Male,41,3,23055.73,0,63579
1801770824,1,Female,41,3,65507.18,0,51073
2260468214,1,Male,41,4,40255.91,0,63235
2603173305,1,Male,41,5,30340.561,0,72665
400019901,1,Male,41,4,130529.39,2612.8899,9550
2803785605,1,Female,41,3,26429.939,0,77171
2202652424,1,Male,41,5,57671.609,4935.48,61447
600532902,1,Male,41,1,50269.98,0,16178
702157002,1,Male,41,4,81171.953,0,19290
2606349613,1,Male,41,5,78594.078,0,73506
3102933322,1,Male,41,2,16658.801,0,84692
3102692405,1,Male,41,4,22782.711,1132.25,84509
2701271320,1,Male,41,2,105965.17,0,74887
2260334322,1,Female,41,3,17978.211,3774.1899,62828
560212216,1,Male,41,4,35701.172,1887.09,15213
3260347801,1,Male,41,3,25528.211,0,88355
2460589312,1,Male,41,5,96644.25,6575.79,67869
600228406,1,Male,41,5,23478.26,3425.79,15861
2900026906,1,Male,41,3,5307.04,2061.28,78747
1406465701,1,Male,41,5,37416.648,420,39517
3260683214,1,Male,41,5,9885.3096,0,88814
2760232020,1,Male,41,4,29871.65,0,75756
2200047902,1,Male,41,3,104673.88,4064.51,60022
800282702,1,Male,41,5,39909.82,6000,21108
2300853305,1,Male,41,3,18366.83,0,64120
2403792722,1,Female,41,3,18467.199,0,67105
3201412209,1,Female,41,5,67476.008,0,87223
919845806,1,Male,41,4,104093.43,1800,27414
2104212503,1,Female,41,3,44557.27,2322.5801,58407
3102063204,1,Male,41,5,93695.563,3922.49,84305
2104881804,1,Female,41,5,83311.438,8400,58551
910150303,1,Male,41,4,29268.91,870.96002,26520
2360060712,1,Male,41,4,13106.53,0,65631
300965905,1,Male,41,2,14111.4,0,7889
921322304,1,Male,41,5,85888.039,13353.09,27536
807490603,1,Male,41,5,102204.23,5400,23359
918987902,1,Male,41,4,49934.281,580.64001,27317
3201433618,1,Male,41,3,64085.809,900,87276
807729603,1,Male,41,5,71516.57,0,23404
1001455404,1,Male,41,4,35945.551,8738.7002,28845
803118002,1,Female,41,4,41177.66,870.96002,21922
3063166815,1,Male,41,2,10824.57,0,83346
1518901204,1,Male,41,5,2178751.3,52258.051,42754
2503898203,1,Male,41,4,55437.23,0,70276
2606626404,1,Female,41,5,88722.711,17535.471,73584
660090321,1,Male,41,7,24871.92,0,18703
204168604,1,Male,41,5,50589.32,0,3559
762577517,1,Male,41,3,7167.5698,435.48001,21018
400006805,1,Female,41,4,192289.7,34995,9544
1410286911,1,Male,41,3,18831.5,0,40021
2701888416,1,Female,41,3,35457.719,0,75232
2060309303,2,Male,41,3,7483.6899,0,56557
160195902,1,Male,41,5,264977.34,55.16,2417
203754506,1,Male,41,1,55701,0,3487
300181401,1,Male,41,2,40690.18,11032.25,7006
2900580406,1,Male,41,4,17081.359,1306.4399,79208
2960189719,1,Male,41,6,55436.039,4950,80713
1660780414,1,Female,41,5,12807.52,87.089996,46594
2606224606,1,Male,41,3,84993.43,0,73466
1261666002,2,Male,41,4,9384.5195,34.830002,36429
1105347502,2,Male,41,5,48790.738,6096.77,31666
660119315,1,Female,41,5,30294.48,0,18875
1901134804,1,Male,41,5,34423.102,0,51962
500867204,1,Male,41,1,22430.76,0,12099
504927702,1,Male,41,4,33393.398,4290,13791
160067305,1,Male,41,6,36660.039,1219.35,1941
2403900607,2,Male,41,5,27344.24,0,67170
1604395409,1,Female,41,3,37430.27,0,45962
3160487617,1,Male,41,5,108538.24,9150,86401
1300238501,1,Male,41,4,101268.89,1887.09,36539
101322602,1,Male,41,6,96095.453,8100,824
460119304,1,Female,41,4,6810.8301,711.28003,11362
1602423302,1,Male,41,6,38543.461,3056.26,45415
506678711,1,Male,41,3,56975.391,960,14760
2403397214,1,Female,41,4,58453.691,29032.24,67010
3260019209,1,Male,41,6,34035.012,0,88002
2660112412,1,Female,41,3,19257.529,0,73779
760590906,1,Female,41,3,14067.79,0,20299
2202814715,1,Male,41,6,65163.898,2970,61689
808383211,1,Male,41,4,64373.41,0,23688
761220414,1,Male,41,5,20046.211,2816.1101,20476
1960377212,1,Male,41,7,43566.648,0,54951
860810010,1,Female,41,4,43041.52,0,25269
1103119306,1,Male,41,3,31174.939,0,31362
2807480823,1,Female,41,1,12732.77,0,77903
2502110601,1,Female,41,3,77093.633,0,69399
2600725003,1,Male,41,4,40474.75,0,72091
3200648305,1,Male,41,3,26854.82,4935.48,86886
908536803,1,Male,41,4,111181.93,17100,26365
2700839904,1,Male,41,3,15513.46,0,74635
760549612,1,Male,41,6,38495.371,780,20273
3100346904,1,Female,41,1,29353.859,1451.61,83698
2660206014,1,Male,41,4,85258.57,0,73847
860257802,1,Male,41,1,32316.99,0,24421
601477514,1,Male,41,4,40081.98,0,17528
1360450014,1,Male,41,4,52583.75,0,37998
2760131822,1,Male,41,5,23094.07,1200,75623
703057006,1,Male,41,5,18136.77,290.32001,19507
160028021,1,Female,41,6,81118.813,4529.02,1758
601326617,1,Male,41,3,131873.38,0,17097
2502161006,1,Female,41,3,40565.441,0,69432
2202334902,1,Female,41,2,85043.109,0,61190
2503487206,1,Female,41,3,56245.988,11612.9,70018
2504493621,1,Male,41,4,65591.289,6480,70728
1003257505,1,Male,41,3,62808.359,0,29531
207154723,1,Male,41,5,57245.898,0,4207
2900623901,1,Male,41,4,28484.699,2177.3999,79233
1702814211,1,Male,41,2,24166.939,0,48383
3102756014,1,Male,41,5,21434.381,290.32001,84579
2003187706,1,Male,41,4,20350.811,180,56133
1800774302,1,Male,41,5,52778.699,0,50139
1260624518,1,Male,41,4,63638.5,432.57001,35764
207154013,1,Male,41,2,19223.16,0,4188
1561317210,1,Male,41,5,40308.551,0,44474
2001959316,1,Male,41,4,22492.881,0,55744
2901125005,1,Female,41,2,49599.059,435.48001,79621
2260084917,1,Male,41,4,41741.75,725.79999,62014
2501582905,1,Male,41,1,77671.813,0,69174
560086519,1,Female,41,2,24238.711,0,15025
400448604,1,Male,41,4,59891.77,3000,9967
760050518,1,Male,41,5,34318.219,4990.6401,20019
3201111502,1,Male,41,4,83732.133,35419.328,87109
2260526405,1,Male,41,3,61909.68,5806.4302,63436
1060378209,1,Male,41,10,21131.92,3251.5801,30519
3160094011,1,Male,41,4,27023.02,359.98999,85634
2760528405,1,Female,41,8,91825.148,0,75999
601341603,1,Male,41,5,59058.531,0,17177
260020418,1,Male,41,4,58209.648,11787.08,4778
2460075212,1,Male,41,4,73123.406,0,67377
401240702,1,Male,41,5,21762.27,0,10865
3104064504,1,Male,41,5,30388.35,5768.9399,85340
2806767706,1,Male,41,2,10411.47,2400,77742
160027616,1,Female,41,10,29429.471,213,1742
2003336303,1,Male,41,4,6853.1802,1161.29,56162
1060207205,1,Male,41,7,46355.859,0,30195
1060652203,1,Male,41,4,7063.3999,0,30901
600416205,1,Male,41,4,19493.08,0,16047
301060619,1,Male,41,7,191557.36,12600,8082
3063536816,1,Male,41,5,63295.07,0,83554
2200104704,1,Male,41,3,62950.809,139800,60042
360028814,1,Male,41,1,48245.891,0,8873
101889306,1,Male,41,2,10249.49,0,1206
3200999205,1,Male,41,5,101282.04,43838.699,87065
500711805,1,Male,41,2,15491.8,0,12022
2805901203,1,Male,41,1,37879.109,0,77556
400286904,1,Male,41,3,98188.961,0,9800
2860393707,1,Male,41,3,15393.43,0,78597
3201627604,1,Female,41,3,19886.4,750,87459
701271703,1,Male,41,5,10111.47,900,19127
3003094001,1,Male,41,8,62797.559,870.96002,81166
1760195918,1,Male,41,8,30996.16,0,49421
1161338817,1,Male,41,5,52991.781,300,33568
200194003,1,Male,41,4,41565.02,0,2713
1100543302,1,Male,41,5,44260.75,4209.6699,30983
2760806715,1,Male,41,6,36506.621,960,76290
2504710916,1,Male,41,7,56724.898,3658.0601,70891
2802266405,1,Female,41,6,55203.691,4354.8198,76893
3101118802,1,Male,41,5,52241.34,0,83953
3101118806,1,Male,41,1,5744.25,0,83957
300459302,1,Female,41,3,103256,0,7351
360008210,1,Female,41,4,100062.35,0,8712
2302462901,1,Female,41,2,16485.25,0,64950
2504655208,1,Male,41,6,208397.81,0,70836
911219405,1,Male,41,2,247064.48,0,26592
2560414410,1,Male,41,3,32187.93,0,71491
3004407702,1,Male,41,4,27974.141,21000,81282
2603184002,1,Male,41,4,75151.531,0,72668
3009911312,1,Male,41,4,26878.9,870.96002,82070
504566803,1,Male,41,5,21245.891,2400,13638
2200364905,1,Male,41,5,92601.844,580.64001,60162
860922514,1,Male,41,1,28202.381,0,25517
1801781515,1,Male,41,1,36316.988,0,51095
2500536004,1,Male,41,5,94869.938,2903.22,68720
807487506,1,Female,41,2,62825.949,0,23356
1203453504,1,Male,41,4,49640.07,580.64001,34852
2760806517,1,Male,41,4,15932.38,0,76282
2801393906,1,Male,41,2,113320.45,0,76737
1460710019,1,Male,41,8,48685.809,638.70001,41149
260294502,1,Male,41,6,31339.029,754.83002,6261
3160335306,1,Male,41,8,13876.17,2322.5801,86024
1800149705,1,Male,41,3,30291.811,240,49778
2202740007,1,Male,41,5,46909.141,5806.4502,61615
2103382706,1,Female,41,5,37149.309,5700,58294
207407304,1,Male,41,7,98523.719,1393.54,4285
2801098006,1,Male,41,4,39572.219,0,76674
2260238712,1,Male,41,6,111491.77,1650,62582
2960072612,1,Male,41,5,7701.4199,456,80575
2502198405,1,Male,41,4,53709.641,5806.4502,69468
202157005,1,Male,41,4,36866.219,0,3138
2303061416,1,Female,41,8,60699.488,783.85999,65319
2200777505,1,Male,41,4,75957.969,10741.93,60381
2760611920,1,Male,41,4,27878.85,0,76083
1800186605,1,Male,41,3,20767.369,0,49788
1960142311,1,Male,41,5,24096.109,116.12,54269
2808391423,1,Male,41,1,27936.67,0,78192
700942905,1,Male,41,3,31410.721,580.64001,19078
1104046604,1,Male,41,7,41670.461,6540,31505
1260222612,1,Male,41,7,16619.539,630,35514
601333618,1,Male,41,4,544467.5,150,17145
1203698809,1,Female,41,3,18376.221,750,34955
1200702903,1,Male,41,4,21057.029,0,34130
1002778413,1,Male,41,5,48302.102,0,29340
2201402503,1,Female,41,8,69230.852,0,60721
2602523302,1,Male,41,3,49229.801,0,72502
2701312621,1,Male,41,2,121601.84,0,74950
3008677701,1,Male,41,4,39490.809,0,81883
1160957215,1,Male,41,4,25551.551,1320.65,33176
808940508,1,Male,41,4,34093.93,0,23815
3160455815,1,Male,41,4,8869.8096,0,86285
2502678706,1,Female,41,2,37408,1710,69706
1604575620,1,Male,41,6,25436.051,1995,45985
2403047406,1,Female,41,3,50908.398,24387.09,66806
2901125524,1,Male,41,4,7530.9302,0,79631
502453703,1,Male,41,6,71434.398,0,12785
2502328201,1,Male,41,5,41366.949,0,69540
2800198503,1,Male,41,5,62072.191,4064.51,76492
3260718010,1,Male,41,4,29133.221,0,88888
506246204,1,Male,41,3,73766.992,0,14483
1060091014,1,Male,41,2,33473.859,0,29842
2800112303,1,Male,41,5,34876.559,0,76469
2660665008,1,Male,41,4,22653.17,0,74239
2400325706,1,Male,41,6,43190.141,600,66062
3200888903,1,Female,41,3,27052.189,0,87005
500408702,1,Female,41,5,37774.41,7800,11895
915282602,1,Male,41,5,32640.98,4140,27010
3101688801,1,Female,41,4,35031.121,7650,84192
2502437602,1,Female,41,4,51465.371,1200,69605
1003536801,1,Female,41,1,55499.988,0,29654
2260035303,1,Male,41,5,73666.172,0,61827
3100778405,1,Male,41,1,63631.52,0,83848
2760887306,1,Male,41,3,8967.6396,0,76338
2660724720,1,Female,41,3,30080.07,900,74299
2500239201,1,Male,41,5,74415.07,0,68615
1160863017,1,Male,41,8,66863.578,1038.01,33065
460187407,1,Male,41,4,18235.48,0,11570
2660528506,1,Male,41,4,18594.57,0,74129
1703135704,1,Female,41,4,44661.27,1440,48637
2404184204,1,Male,41,5,23189.109,0,67315
201531801,1,Male,41,4,31278.68,0,2984
1204114204,1,Male,41,7,34267.59,0,35031
3260550808,1,Male,41,4,37088.148,300,88646
2300210706,1,Male,41,3,36375.121,3900,63857
1760052421,1,Male,41,3,25590.051,14399.99,49037
1501413203,1,Male,41,5,27007.869,0,41597
1505457403,1,Male,41,6,48690.551,0,41931
2460974809,1,Male,41,4,37828.41,0,68344
2701329014,1,Male,41,3,23984.699,0,74965
806672506,1,Male,41,3,68361.297,0,23056
2061678617,1,Male,41,4,32749.16,16500,57442
2701382204,1,Female,41,3,29732.65,0,75005
2460931714,1,Male,41,3,63561.988,0,68325
2860262004,1,Male,41,4,30288.189,4935.48,78447
207964803,1,Male,41,2,73819.672,0,4437
1000534003,1,Male,41,5,42629.262,0,28415
1561760203,1,Male,41,7,38274.711,0,44711
808342006,1,Male,41,4,66755.852,696.77002,23665
2404034018,1,Male,41,4,61273.809,8709.6699,67251
1505823202,1,Male,41,3,36434.141,0,41971
460174610,1,Male,41,2,29110.801,0,11534
1460791619,2,Male,41,4,38336.039,0,41185
3260547005,2,Male,41,3,18782.6,725.79999,88617
2504354910,1,Male,41,6,38135.262,4296.77,70640
2605449813,1,Male,41,4,64250.52,0,73222
1301342908,1,Female,41,3,88161.797,0,36890
1461167720,1,Male,41,5,20093.08,300,41341
2700029704,1,Male,41,3,63762.289,1800,74353
300798514,1,Male,41,4,62936.84,0,7659
2901905916,1,Female,41,1,18834.85,0,80270
2061768521,1,Male,41,5,51107.969,87.089996,57492
2105580210,1,Male,41,3,18705.859,0,58674
1411795705,4,Male,41,2,39297.84,0,40216
1202858503,1,Male,41,5,29709.33,0,34615
1101257005,1,Male,41,5,51934.59,0,31110
2601311602,1,Male,41,5,37732.762,0,72221
2901645501,1,Male,41,5,16647.76,1161.29,80028
3260268818,1,Male,41,5,31207.67,0,88272
502238302,1,Female,41,3,26589.58,0,12672
1605204806,1,Male,41,3,30885.9,0,46139
2960141906,1,Male,41,6,30970.279,0,80691
2000397305,1,Male,41,4,126495.41,42096.762,55358
2601076702,1,Male,41,4,39860.641,0,72155
3062450520,1,Male,41,4,35115.5,0,83076
1860073208,1,Male,41,6,33085.852,0,51242
201732203,1,Male,41,2,36269.57,0,3024
1960055421,1,Male,41,4,15066.78,0,53993
1161117315,1,Male,41,6,128080.31,0,33294
3160415703,1,Male,41,5,51346.859,4305,86121
1604836723,1,Female,41,8,50558.969,435,46052
